45,45,45,45,45,45,45,45,45,45,0,45,45
45,45,45,45,45,45,45,45,45,45,45,45,45
30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30
0,0,0,0,0,0,30,30,30,30,30,30,30
